0.0,0.0
1.0,1.0
2.0,2.0
3.0,5.0
4.0,7.0
5.0,9.0
6.0,12.0
7.0,15.0
8.0,17.0
9.0,20.0
10.0,22.0
11.0,24.0
12.0,26.0
13.0,28.0
14.0,30.0
15.0,32.0
16.0,34.0
17.0,36.0
18.0,38.0
19.0,39.81
20.0,41.0
21.0,43.0
22.0,45.0
23.0,46.0
24.0,48.0
25.0,49.0
26.0,51.0
27.0,52.0
28.0,54.0
29.0,55.0
30.0,56.0
31.0,57.0
32.0,59.0
33.0,60.0
34.0,61.0
35.0,62.0
36.0,64.0
37.0,65.0
38.0,66.0
39.0,67.0
40.0,69.0
41.0,70.0
42.0,71.0
43.0,72.0
44.0,73.0
45.0,74.0
46.0,75.0
47.0,76.0
48.0,77.0
49.0,77.0
50.0,78.0
51.0,79.0
52.0,80.0
53.0,81.0
54.0,82.0
55.0,82.0
56.0,83.0
57.0,84.0
58.0,85.0
59.0,86.0
60.0,86.0
61.0,87.0
62.0,88.0
63.0,88.0
64.0,89.0
65.0,89.0
66.0,90.0
67.0,90.0
68.0,91.0
69.0,91.0
70.0,91.0
71.0,92.0
72.0,92.0
73.0,93.0
74.0,93.0
75.0,94.0
76.0,94.0
77.0,94.0
78.0,95.0
79.0,95.0
80.0,95.0
81.0,96.0
82.0,96.0
83.0,96.0
84.0,96.0
85.0,97.0
86.0,97.0
87.0,97.0
88.0,97.0
89.0,98.0
90.0,98.0
91.0,98.0
92.0,98.0
93.0,98.0
94.0,99.0
95.0,99.0
96.0,99.0
97.0,99.0
98.0,99.0
99.0,99.0
