0.0,0.0,0.0
1.0,1.0,0.0
2.0,4.0,0.0
3.0,11.97,0.0
4.0,22.0,0.0
5.0,34.0,0.1953125
6.0,45.0,2.82861896839
7.0,54.0,13.6363636364
8.0,62.0,24.2839352428
9.0,71.0,33.1133113311
10.0,78.0,40.2163225172
11.0,83.0,45.7627118644
12.0,86.0,49.9588477366
13.0,89.0,54.3200601052
14.0,91.0,57.4825174825
15.0,93.0,61.2244897959
16.0,94.0,63.2850241546
17.0,95.0,65.7078398195
18.0,96.0,68.3991683992
19.0,96.0,68.3991683992
20.0,97.0,71.8518518519
21.0,97.0,71.8518518519
22.0,98.0,76.4523625097
23.0,98.0,76.4523625097
24.0,98.0,76.4523625097
25.0,98.0,76.4523625097
26.0,99.0,93.9072051308
27.0,99.0,93.9072051308
28.0,99.0,93.9072051308
29.0,99.0,93.9072051308
30.0,99.0,93.9072051308
31.0,99.0,93.9072051308
32.0,99.0,93.9072051308
33.0,99.0,93.9072051308
34.0,99.0,93.9072051308
35.0,99.0,93.9072051308
36.0,99.0,93.9072051308
37.0,99.0,93.9072051308
38.0,99.0,93.9072051308
39.0,99.0,93.9072051308
40.0,99.0,93.9072051308
41.0,99.0,93.9072051308
42.0,99.0,93.9072051308
43.0,99.0,93.9072051308
44.0,99.0,93.9072051308
45.0,99.0,93.9072051308
46.0,99.0,93.9072051308
47.0,99.0,93.9072051308
48.0,99.0,93.9072051308
49.0,99.0,93.9072051308
50.0,99.0,93.9072051308
51.0,99.0,93.9072051308
52.0,99.0,93.9072051308
53.0,99.0,93.9072051308
54.0,99.0,93.9072051308
55.0,99.0,93.9072051308
56.0,99.0,93.9072051308
57.0,99.0,93.9072051308
58.0,99.0,93.9072051308
59.0,99.0,93.9072051308
60.0,99.0,93.9072051308
61.0,99.0,93.9072051308
62.0,99.0,93.9072051308
63.0,99.0,93.9072051308
64.0,99.0,93.9072051308
65.0,99.0,93.9072051308
66.0,99.0,93.9072051308
67.0,99.0,93.9072051308
68.0,99.0,93.9072051308
69.0,99.0,93.9072051308
70.0,99.0,93.9072051308
71.0,99.0,93.9072051308
72.0,99.0,93.9072051308
73.0,99.0,93.9072051308
74.0,99.0,93.9072051308
75.0,99.0,93.9072051308
76.0,99.0,93.9072051308
77.0,99.0,93.9072051308
78.0,99.0,93.9072051308
79.0,99.0,93.9072051308
80.0,99.0,93.9072051308
81.0,99.0,93.9072051308
82.0,99.0,93.9072051308
83.0,99.0,93.9072051308
84.0,99.0,93.9072051308
85.0,99.0,93.9072051308
86.0,99.0,93.9072051308
87.0,99.0,93.9072051308
88.0,99.0,93.9072051308
89.0,99.0,93.9072051308
90.0,99.0,93.9072051308
91.0,99.0,93.9072051308
92.0,99.0,93.9072051308
93.0,99.0,93.9072051308
94.0,99.0,93.9072051308
95.0,99.0,93.9072051308
96.0,99.0,93.9072051308
97.0,99.0,93.9072051308
98.0,99.0,93.9072051308
99.0,99.0,93.9072051308
