0.0,0.0,0.0
1.0,1.0,0.0
2.0,3.0,0.0
3.0,7.97,0.0
4.0,13.0,0.0
5.0,19.0,0.0
6.0,28.0,0.495867768595
7.0,37.0,2.69121813031
8.0,46.0,6.74157303371
9.0,53.0,16.1862527716
10.0,59.0,24.8508946322
11.0,65.0,31.6455696203
12.0,71.0,37.726523888
13.0,76.0,42.2018348624
14.0,80.0,46.3068181818
15.0,84.0,50.4911591356
16.0,86.84,52.75
17.0,89.0,56.6016073479
18.0,91.0,59.1351351351
19.0,92.0,60.7068607069
20.0,93.0,62.4067628046
21.0,94.0,64.3227937706
22.0,95.0,66.0834454913
23.0,96.0,68.6567164179
24.0,96.0,68.6567164179
25.0,97.0,71.5146948003
26.0,97.0,71.5146948003
27.0,98.0,75.6129032258
28.0,98.0,75.6129032258
29.0,98.0,75.6129032258
30.0,98.0,75.6129032258
31.0,98.69,75.6129032258
32.0,99.0,92.430159207
33.0,99.0,92.430159207
34.0,99.0,92.430159207
35.0,99.0,92.430159207
36.0,99.0,92.430159207
37.0,99.0,92.430159207
38.0,99.0,92.430159207
39.0,99.0,92.430159207
40.0,99.0,92.430159207
41.0,99.0,92.430159207
42.0,99.0,92.430159207
43.0,99.0,92.430159207
44.0,99.0,92.430159207
45.0,99.0,92.430159207
46.0,99.0,92.430159207
47.0,99.0,92.430159207
48.0,99.0,92.430159207
49.0,99.0,92.430159207
50.0,99.0,92.430159207
51.0,99.0,92.430159207
52.0,99.0,92.430159207
53.0,99.0,92.430159207
54.0,99.0,92.430159207
55.0,99.0,92.430159207
56.0,99.0,92.430159207
57.0,99.0,92.430159207
58.0,99.0,92.430159207
59.0,99.0,92.430159207
60.0,99.0,92.430159207
61.0,99.0,92.430159207
62.0,99.0,92.430159207
63.0,99.0,92.430159207
64.0,99.0,92.430159207
65.0,99.0,92.430159207
66.0,99.0,92.430159207
67.0,99.0,92.430159207
68.0,99.0,92.430159207
69.0,99.0,92.430159207
70.0,99.0,92.430159207
71.0,99.0,92.430159207
72.0,99.0,92.430159207
73.0,99.0,92.430159207
74.0,99.0,92.430159207
75.0,99.0,92.430159207
76.0,99.0,92.430159207
77.0,99.0,92.430159207
78.0,99.0,92.430159207
79.0,99.0,92.430159207
80.0,99.0,92.430159207
81.0,99.0,92.430159207
82.0,99.0,92.430159207
83.0,99.0,92.430159207
84.0,99.0,92.430159207
85.0,99.0,92.430159207
86.0,99.0,92.430159207
87.0,99.0,92.430159207
88.0,99.0,92.430159207
89.0,99.0,92.430159207
90.0,99.0,92.430159207
91.0,99.0,92.430159207
92.0,99.0,92.430159207
93.0,99.0,92.430159207
94.0,99.0,92.430159207
95.0,99.0,92.430159207
96.0,99.0,92.430159207
97.0,99.0,92.430159207
98.0,99.0,92.430159207
99.0,99.0,92.430159207
