0.0,0.0,0.0
1.0,0.0,0.0
2.0,2.0,0.0
3.0,4.0,0.0
4.0,7.0,0.0
5.0,11.0,0.0
6.0,14.0,0.0
7.0,20.0,0.0
8.0,26.0,0.0
9.0,31.0,0.220750551876
10.0,37.0,1.2909632572
11.0,42.0,3.05755395683
12.0,47.0,6.63349917081
13.0,52.0,13.1699846861
14.0,57.0,20.253164557
15.0,61.0,25.04957039
16.0,65.0,29.5214418894
17.0,69.0,34.375
18.0,72.0,37.8970427163
19.0,74.81,40.3157894737
20.0,77.0,43.5540069686
21.0,80.0,46.7105263158
22.0,82.0,48.849797023
23.0,84.0,51.3930561509
24.0,86.0,53.6196319018
25.0,87.0,54.7846889952
26.0,89.0,57.7181208054
27.0,90.0,59.0909090909
28.0,91.0,60.487804878
29.0,92.0,62.0227729404
30.0,93.0,63.5252492763
31.0,93.0,63.5252492763
32.0,94.0,65.299877601
33.0,95.0,67.2916065763
34.0,95.0,67.2916065763
35.0,96.0,69.6222877043
36.0,96.0,69.6222877043
37.0,96.0,69.6222877043
38.0,97.0,72.5157537567
39.0,97.0,72.5157537567
40.0,97.0,72.5157537567
41.0,97.0,72.5157537567
42.0,98.0,76.256281407
43.0,98.0,76.256281407
44.0,98.0,76.256281407
45.0,98.0,76.256281407
46.0,98.0,76.256281407
47.0,98.0,76.256281407
48.0,99.0,88.6338578731
49.0,99.0,88.6338578731
50.0,99.0,88.6338578731
51.0,99.0,88.6338578731
52.0,99.0,88.6338578731
53.0,99.0,88.6338578731
54.0,99.0,88.6338578731
55.0,99.0,88.6338578731
56.0,99.0,88.6338578731
57.0,99.0,88.6338578731
58.0,99.0,88.6338578731
59.0,99.0,88.6338578731
60.0,99.0,88.6338578731
61.0,99.0,88.6338578731
62.0,99.0,88.6338578731
63.0,99.0,88.6338578731
64.0,99.0,88.6338578731
65.0,99.0,88.6338578731
66.0,99.0,88.6338578731
67.0,99.0,88.6338578731
68.0,99.0,88.6338578731
69.0,99.0,88.6338578731
70.0,99.0,88.6338578731
71.0,99.0,88.6338578731
72.0,99.0,88.6338578731
73.0,99.0,88.6338578731
74.0,99.0,88.6338578731
75.0,99.0,88.6338578731
76.0,99.0,88.6338578731
77.0,99.0,88.6338578731
78.0,99.0,88.6338578731
79.0,99.0,88.6338578731
80.0,99.0,88.6338578731
81.0,99.0,88.6338578731
82.0,99.0,88.6338578731
83.0,99.0,88.6338578731
84.0,99.0,88.6338578731
85.0,99.0,88.6338578731
86.0,99.0,88.6338578731
87.0,99.0,88.6338578731
88.0,99.0,88.6338578731
89.0,99.0,88.6338578731
90.0,99.0,88.6338578731
91.0,99.0,88.6338578731
92.0,99.0,88.6338578731
93.0,99.0,88.6338578731
94.0,99.0,88.6338578731
95.0,99.0,88.6338578731
96.0,99.0,88.6338578731
97.0,99.0,88.6338578731
98.0,99.0,88.6338578731
99.0,99.0,88.6338578731
