0.0,0.0,0.0
1.0,2.0,0.0
2.0,4.0,0.0
3.0,7.0,0.0
4.0,10.0,0.0
5.0,13.0,0.0
6.0,16.0,0.0
7.0,20.0,0.0
8.0,23.0,0.0
9.0,26.0,0.221975582686
10.0,30.0,0.89552238806
11.0,34.0,2.39786856128
12.0,36.0,3.91014975042
13.0,40.0,7.30421686747
14.0,43.0,9.85116938342
15.0,47.0,13.879709187
16.0,50.0,18.3965195774
17.0,53.0,23.5739231665
18.0,56.0,27.8571428571
19.0,59.0,32.5282631038
20.0,61.0,35.6687898089
21.0,63.0,38.3568075117
22.0,65.0,40.9090909091
23.0,67.0,43.6722436722
24.0,69.0,46.2985685072
25.0,70.0,47.5429484618
26.0,72.0,49.7512437811
27.0,74.0,51.710187569
28.0,76.0,54.155027933
29.0,77.0,55.0803968525
30.0,78.0,56.3642406115
31.0,80.0,58.2113303628
32.0,81.0,59.375
33.0,82.0,60.4518072289
34.0,83.0,61.5744805385
35.0,84.0,62.8045325779
36.0,85.0,63.6791147994
37.0,86.0,64.732742412
38.0,87.0,65.753781951
39.0,88.0,66.9352807857
40.0,89.0,68.0457532246
41.0,89.0,68.0457532246
42.0,90.0,69.1204139229
43.0,91.0,70.1997276441
44.0,91.0,70.1997276441
45.0,92.0,71.4130198128
46.0,93.0,72.8044739022
47.0,93.0,72.8044739022
48.0,93.0,72.8044739022
49.0,94.0,74.1738788356
50.0,94.0,74.1738788356
51.0,95.0,75.7480605837
52.0,95.0,75.7480605837
53.0,95.0,75.7480605837
54.0,95.0,75.7480605837
55.0,96.0,77.4785591767
56.0,96.0,77.4785591767
57.0,96.0,77.4785591767
58.0,96.0,77.4785591767
59.0,97.0,79.3553459119
60.0,97.0,79.3553459119
61.0,97.0,79.3553459119
62.0,97.0,79.3553459119
63.0,97.0,79.3553459119
64.0,98.0,81.7486794551
65.0,98.0,81.7486794551
66.0,98.0,81.7486794551
67.0,98.0,81.7486794551
68.0,98.0,81.7486794551
69.0,98.0,81.7486794551
70.0,98.0,81.7486794551
71.0,98.0,81.7486794551
72.0,99.0,86.87
73.0,99.0,86.87
74.0,99.0,86.87
75.0,99.0,86.87
76.0,99.0,86.87
77.0,99.0,86.87
78.0,99.0,86.87
79.0,99.0,86.87
80.0,99.0,86.87
81.0,99.0,86.87
82.0,99.0,86.87
83.0,99.0,86.87
84.0,99.0,86.87
85.0,99.0,86.87
86.0,99.0,86.87
87.0,99.0,86.87
88.0,99.0,86.87
89.0,99.0,86.87
90.0,99.0,86.87
91.0,99.0,86.87
92.0,99.0,86.87
93.0,99.0,86.87
94.0,99.0,86.87
95.0,99.0,86.87
96.0,99.0,86.87
97.0,99.0,86.87
98.0,99.0,86.87
99.0,99.0,86.87
