0.0,0.0,0.0
1.0,1.0,0.0
2.0,5.0,0.0
3.0,14.0,0.0
4.0,25.0,0.0
5.0,39.0,0.980392156863
6.0,52.0,9.76821192053
7.0,62.0,23.0225988701
8.0,71.0,31.9600499376
9.0,78.0,39.8454746137
10.0,83.0,45.8788480636
11.0,87.0,50.9450945095
12.0,90.0,55.1809210526
13.0,93.0,60.0439882698
14.0,94.0,62.2314622315
15.0,95.0,64.5413142485
16.0,96.0,67.0296430732
17.0,97.0,70.5246078962
18.0,97.0,70.5246078962
19.0,98.0,75.4393871113
20.0,98.0,75.4393871113
21.0,98.0,75.4393871113
22.0,98.0,75.4393871113
23.0,99.0,94.3866515604
24.0,99.0,94.3866515604
25.0,99.0,94.3866515604
26.0,99.0,94.3866515604
27.0,99.0,94.3866515604
28.0,99.0,94.3866515604
29.0,99.0,94.3866515604
30.0,99.0,94.3866515604
31.0,99.0,94.3866515604
32.0,99.0,94.3866515604
33.0,99.0,94.3866515604
34.0,99.0,94.3866515604
35.0,99.0,94.3866515604
36.0,99.0,94.3866515604
37.0,99.0,94.3866515604
38.0,99.0,94.3866515604
39.0,99.0,94.3866515604
40.0,99.0,94.3866515604
41.0,99.0,94.3866515604
42.0,99.0,94.3866515604
43.0,99.0,94.3866515604
44.0,99.0,94.3866515604
45.0,99.0,94.3866515604
46.0,99.0,94.3866515604
47.0,99.0,94.3866515604
48.0,99.0,94.3866515604
49.0,99.0,94.3866515604
50.0,99.0,94.3866515604
51.0,99.0,94.3866515604
52.0,99.0,94.3866515604
53.0,99.0,94.3866515604
54.0,99.0,94.3866515604
55.0,99.0,94.3866515604
56.0,99.0,94.3866515604
57.0,99.0,94.3866515604
58.0,99.0,94.3866515604
59.0,99.0,94.3866515604
60.0,99.0,94.3866515604
61.0,99.0,94.3866515604
62.0,99.0,94.3866515604
63.0,99.0,94.3866515604
64.0,99.0,94.3866515604
65.0,99.0,94.3866515604
66.0,99.0,94.3866515604
67.0,99.0,94.3866515604
68.0,99.0,94.3866515604
69.0,99.0,94.3866515604
70.0,99.0,94.3866515604
71.0,99.0,94.3866515604
72.0,99.0,94.3866515604
73.0,99.0,94.3866515604
74.0,99.0,94.3866515604
75.0,99.0,94.3866515604
76.0,99.0,94.3866515604
77.0,99.0,94.3866515604
78.0,99.0,94.3866515604
79.0,99.0,94.3866515604
80.0,99.0,94.3866515604
81.0,99.0,94.3866515604
82.0,99.0,94.3866515604
83.0,99.0,94.3866515604
84.0,99.0,94.3866515604
85.0,99.0,94.3866515604
86.0,99.0,94.3866515604
87.0,99.0,94.3866515604
88.0,99.0,94.3866515604
89.0,99.0,94.3866515604
90.0,99.0,94.3866515604
91.0,99.0,94.3866515604
92.0,99.0,94.3866515604
93.0,99.0,94.3866515604
94.0,99.0,94.3866515604
95.0,99.0,94.3866515604
96.0,99.0,94.3866515604
97.0,99.0,94.3866515604
98.0,100.0,94.55
99.0,100.0,94.55
